position,T,heat_flux
0.634250,310.004115,15346.191868
0.634500,309.987928,15345.491423
0.634750,309.971804,15285.209536
0.635000,309.955681,15284.512292
0.635250,309.939622,15224.422491
0.635500,309.923563,15223.728437
0.635750,309.907567,15163.830331
0.636000,309.891572,15163.139454
0.636250,309.875641,15103.432653
0.636500,309.859709,15102.744941
0.636750,309.843841,15043.229055
0.637000,309.827973,15042.544494
0.637250,309.812168,14983.219133
0.637500,309.796364,14982.537711
0.637750,309.780622,14923.402483
0.638000,309.764881,14922.724188
0.638250,309.749201,14863.778702
0.638500,309.733523,14863.103522
0.638750,309.717907,14804.347387
0.639000,309.702291,14803.675308
0.639250,309.686737,14745.108133
0.639500,309.671184,14744.439144
0.639750,309.655692,14686.060537
0.640000,309.640201,14685.394624
0.640250,309.624772,14627.204194
0.640500,309.609343,14626.541346
0.640750,309.593975,14568.538700
0.641000,309.578608,14567.878905
0.641250,309.563302,14510.063651
0.641500,309.547997,14509.406896
0.641750,309.532753,14451.778642
0.642000,309.517509,14451.124915
0.642250,309.502326,14393.683268
0.642500,309.487143,14393.032557
0.642750,309.472021,14335.777125
0.643000,309.456900,14335.129418
0.643250,309.441838,14278.059807
0.643500,309.426778,14277.415092
0.643750,309.411777,14220.530911
0.644000,309.396777,14219.889175
0.644250,309.381837,14163.190030
0.644500,309.366898,14162.551262
0.644750,309.352018,14106.036759
0.645000,309.337139,14105.400947
0.645250,309.322319,14049.070694
0.645500,309.307500,14048.437825
0.645750,309.292740,13992.291428
0.646000,309.277981,13991.661491
0.646250,309.263281,13935.698556
0.646500,309.248582,13935.071540
0.646750,309.233941,13879.291674
0.647000,309.219301,13878.667566
0.647250,309.204720,13823.070374
0.647500,309.190139,13822.449163
0.647750,309.175617,13767.034252
0.648000,309.161095,13766.415926
0.648250,309.146632,13711.182902
0.648500,309.132170,13710.567449
0.648750,309.117765,13655.515918
0.649000,309.103361,13654.903327
0.649250,309.089015,13600.032894
0.649500,309.074670,13599.423153
0.649750,309.060382,13544.733424
0.650000,309.046095,13544.126522
0.650250,309.031865,13489.617103
0.650500,309.017636,13489.013027
0.650750,309.003465,13434.683525
0.651000,308.989294,13434.082264
0.651250,308.975180,13379.932283
0.651500,308.961067,13379.333826
0.651750,308.947011,13325.362971
0.652000,308.932955,13324.767308
0.652250,308.918956,13270.975184
0.652500,308.904958,13270.382302
0.652750,308.891016,13216.768516
0.653000,308.877075,13216.178404
0.653250,308.863190,13162.742560
0.653500,308.849306,13162.155207
0.653750,308.835478,13108.896911
0.654000,308.821651,13108.312305
0.654250,308.807879,13055.231162
0.654500,308.794109,13054.649292
0.654750,308.780394,13001.744908
0.655000,308.766679,13001.165763
0.655250,308.753021,12948.437743
0.655500,308.739363,12947.861311
0.655750,308.725760,12895.309259
0.656000,308.712158,12894.735531
0.656250,308.698611,12842.359053
0.656500,308.685065,12841.788016
0.656750,308.671574,12789.586717
0.657000,308.658083,12789.018361
0.657250,308.644648,12736.991845
0.657500,308.631213,12736.426159
0.657750,308.617832,12684.574033
0.658000,308.604452,12684.011005
0.658250,308.591127,12632.332873
0.658500,308.577803,12631.772493
0.658750,308.564532,12580.267961
0.659000,308.551262,12579.710218
0.659250,308.538047,12528.378890
0.659500,308.524832,12527.823773
0.659750,308.511671,12476.665255
0.660000,308.498510,12476.112754
0.660250,308.485404,12425.126650
0.660500,308.472298,12424.576753
0.660750,308.459245,12373.762670
0.661000,308.446193,12373.215367
0.661250,308.433195,12322.572909
0.661500,308.420197,12322.028189
0.661750,308.407252,12271.556962
0.662000,308.394308,12271.014814
0.662250,308.381417,12220.714422
0.662500,308.368526,12220.174837
0.662750,308.355689,12170.044886
0.663000,308.342852,12169.507852
0.663250,308.330068,12119.547949
0.663500,308.317284,12119.013455
0.663750,308.304553,12069.223204
0.664000,308.291822,12068.691240
0.664250,308.279143,12019.070247
0.664500,308.266466,12018.540802
0.664750,308.253840,11969.088673
0.665000,308.241215,11968.561737
0.665250,308.228642,11919.278077
0.665500,308.216069,11918.753640
0.665750,308.203549,11869.638055
0.666000,308.191029,11869.116107
0.666250,308.178560,11820.168202
0.666500,308.166092,11819.648732
0.666750,308.153675,11770.868114
0.667000,308.141259,11770.351111
0.667250,308.128895,11721.737386
0.667500,308.116531,11721.222841
0.667750,308.104218,11672.775614
0.668000,308.091905,11672.263516
0.668250,308.079643,11623.982395
0.668500,308.067382,11623.472733
0.668750,308.055172,11575.357323
0.669000,308.042962,11574.850089
0.669250,308.030803,11526.899996
0.669500,308.018645,11526.395179
0.669750,308.006536,11478.610010
0.670000,307.994429,11478.107599
0.670250,307.982371,11430.486961
0.670500,307.970314,11429.986947
0.670750,307.958307,11382.530447
0.671000,307.946301,11382.032819
0.671250,307.934344,11334.740063
0.671500,307.922389,11334.244812
0.671750,307.910482,11287.115407
0.672000,307.898577,11286.622522
0.672250,307.886720,11239.656077
0.672500,307.874865,11239.165548
0.672750,307.863058,11192.361668
0.673000,307.851253,11191.873487
0.673250,307.839496,11145.231780
0.673500,307.827740,11144.745935
0.673750,307.816033,11098.266009
0.674000,307.804326,11097.782491
0.674250,307.792669,11051.463954
0.674500,307.781012,11050.982753
0.674750,307.769403,11004.825212
0.675000,307.757795,11004.346319
0.675250,307.746236,10958.349383
0.675500,307.734677,10957.872787
0.675750,307.723166,10912.036063
0.676000,307.711656,10911.561755
0.676250,307.700194,10865.884853
0.676500,307.688733,10865.412823
0.676750,307.677319,10819.895350
0.677000,307.665907,10819.425589
0.677250,307.654542,10774.067154
0.677500,307.643177,10773.599652
0.677750,307.631860,10728.399864
0.678000,307.620544,10727.934612
0.678250,307.609275,10682.893080
0.678500,307.598006,10682.430067
0.678750,307.586785,10637.546401
0.679000,307.575565,10637.085619
0.679250,307.564391,10592.359427
0.679500,307.553219,10591.900866
0.679750,307.542093,10547.331759
0.680000,307.530967,10546.875409
0.680250,307.519889,10502.462996
0.680500,307.508811,10502.008849
0.680750,307.497779,10457.752740
0.681000,307.486748,10457.300786
0.681250,307.475764,10413.200591
0.681500,307.464780,10412.750821
0.681750,307.453843,10368.806151
0.682000,307.442905,10368.358555
0.682250,307.432015,10324.569020
0.682500,307.421124,10324.123589
0.682750,307.410280,10280.488800
0.683000,307.399436,10280.045525
0.683250,307.388638,10236.565094
0.683500,307.377840,10236.123966
0.683750,307.367088,10192.797503
0.684000,307.356337,10192.358513
0.684250,307.345631,10149.185629
0.684500,307.334925,10148.748768
0.684750,307.324265,10105.729077
0.685000,307.313606,10105.294334
0.685250,307.302991,10062.427447
0.685500,307.292378,10061.994814
0.685750,307.281809,10019.280344
0.686000,307.271240,10018.849812
0.686250,307.260717,9976.287370
0.686500,307.250194,9975.858931
0.686750,307.239715,9933.448130
0.687000,307.229238,9933.021775
0.687250,307.218804,9890.762228
0.687500,307.208371,9890.337947
0.687750,307.197983,9848.229268
0.688000,307.187595,9847.807052
0.688250,307.177251,9805.848855
0.688500,307.166908,9805.428695
0.688750,307.156609,9763.620592
0.689000,307.146310,9763.202480
0.689250,307.136055,9721.544087
0.689500,307.125801,9721.128014
0.689750,307.115590,9679.618943
0.690000,307.105380,9679.204901
0.690250,307.095214,9637.844768
0.690500,307.085048,9637.432747
0.690750,307.074925,9596.221166
0.691000,307.064803,9595.811158
0.691250,307.054724,9554.747745
0.691500,307.044646,9554.339741
0.691750,307.034610,9513.424112
0.692000,307.024576,9513.018103
0.692250,307.014584,9472.249872
0.692500,307.004592,9471.845850
0.692750,306.994644,9431.224634
0.693000,306.984696,9430.822591
0.693250,306.974790,9390.348006
0.693500,306.964885,9389.947932
0.693750,306.955023,9349.619595
0.694000,306.945161,9349.221482
0.694250,306.935341,9309.039010
0.694500,306.925522,9308.642850
0.694750,306.915745,9268.605859
0.695000,306.905968,9268.211643
0.695250,306.896234,9228.319752
0.695500,306.886500,9227.927472
0.695750,306.876807,9188.180297
0.696000,306.867116,9187.789944
0.696250,306.857466,9148.187105
0.696500,306.847816,9147.798672
0.696750,306.838208,9108.339786
0.697000,306.828601,9107.953263
0.697250,306.819034,9068.637951
0.697500,306.809469,9068.253329
0.697750,306.799944,9029.081209
0.698000,306.790421,9028.698481
0.698250,306.780938,8989.669172
0.698500,306.771455,8989.288330
0.698750,306.762014,8950.401451
0.699000,306.752573,8950.022487
0.699250,306.743173,8911.277659
0.699500,306.733773,8910.900565
0.699750,306.724414,8872.297408
0.700000,306.715056,8871.922175
0.700250,306.705738,8833.460310
0.700500,306.696420,8833.086930
0.700750,306.687143,8794.765978
0.701000,306.677866,8794.394443
0.701250,306.668630,8756.214026
0.701500,306.659394,8755.844328
0.701750,306.650198,8717.804067
0.702000,306.641002,8717.436198
0.702250,306.631846,8679.535716
0.702500,306.622691,8679.169668
0.702750,306.613576,8641.408587
0.703000,306.604461,8641.044352
0.703250,306.595385,8603.422295
0.703500,306.586310,8603.059864
0.703750,306.577275,8565.576455
0.704000,306.568240,8565.215821
0.704250,306.559244,8527.870683
0.704500,306.550249,8527.511838
0.704750,306.541293,8490.304595
0.705000,306.532337,8489.947531
0.705250,306.523421,8452.877807
0.705500,306.514505,8452.522517
0.705750,306.505627,8415.589937
0.706000,306.496751,8415.236413
0.706250,306.487913,8378.440601
0.706500,306.479075,8378.088835
0.706750,306.470276,8341.429418
0.707000,306.461477,8341.079402
0.707250,306.452717,8304.556005
0.707500,306.443958,8304.207732
0.707750,306.435236,8267.819982
0.708000,306.426515,8267.473443
0.708250,306.417833,8231.220966
0.708500,306.409150,8230.876155
0.708750,306.400506,8194.758578
0.709000,306.391862,8194.415486
0.709250,306.383256,8158.432437
0.709500,306.374650,8158.091057
0.709750,306.366083,8122.242163
0.710000,306.357515,8121.902488
0.710250,306.348986,8086.187378
0.710500,306.340456,8085.849399
0.710750,306.331964,8050.267702
0.711000,306.323473,8049.931412
0.711250,306.315019,8014.482756
0.711500,306.306565,8014.148149
0.711750,306.298149,7978.832164
0.712000,306.289732,7978.499231
0.712250,306.281353,7943.315546
0.712500,306.272975,7942.984280
0.712750,306.264633,7907.932527
0.713000,306.256292,7907.602920
0.713250,306.247987,7872.682728
0.713500,306.239683,7872.354774
0.713750,306.231415,7837.565775
0.714000,306.223148,7837.239465
0.714250,306.214918,7802.581291
0.714500,306.206688,7802.256618
0.714750,306.198494,7767.728901
0.715000,306.190300,7767.405858
0.715250,306.182143,7733.008230
0.715500,306.173986,7732.686809
0.715750,306.165866,7698.418903
0.716000,306.157745,7698.099098
0.716250,306.149661,7663.960547
0.716500,306.141577,7663.642350
0.716750,306.133529,7629.632788
0.717000,306.125481,7629.316193
0.717250,306.117469,7595.435253
0.717500,306.109457,7595.120251
0.717750,306.101481,7561.367570
0.718000,306.093505,7561.054155
0.718250,306.085565,7527.429365
0.718500,306.077625,7527.117530
0.718750,306.069720,7493.620269
0.719000,306.061816,7493.310006
0.719250,306.053947,7459.939909
0.719500,306.046078,7459.631212
0.719750,306.038244,7426.387915
0.720000,306.030411,7426.080777
0.720250,306.022612,7392.963917
0.720500,306.014814,7392.658330
0.720750,306.007051,7359.667544
0.721000,305.999288,7359.363503
0.721250,305.991559,7326.498429
0.721500,305.983831,7326.195925
0.721750,305.976138,7293.456201
0.722000,305.968445,7293.155228
0.722250,305.960786,7260.540493
0.722500,305.953127,7260.241044
0.722750,305.945503,7227.750938
0.723000,305.937879,7227.453005
0.723250,305.930289,7195.087167
0.723500,305.922700,7194.790744
0.723750,305.915145,7162.548815
0.724000,305.907589,7162.253895
0.724250,305.900068,7130.135513
0.724500,305.892547,7129.842090
0.724750,305.885060,7097.846898
0.725000,305.877573,7097.554965
0.725250,305.870120,7065.682604
0.725500,305.862667,7065.392154
0.725750,305.855248,7033.642266
0.726000,305.847828,7033.353292
0.726250,305.840443,7001.725520
0.726500,305.833057,7001.438015
0.726750,305.825705,6969.932001
0.727000,305.818353,6969.645959
0.727250,305.811034,6938.261347
0.727500,305.803716,6937.976762
0.727750,305.796430,6906.713196
0.728000,305.789145,6906.430060
0.728250,305.781892,6875.287184
0.728500,305.774640,6875.005492
0.728750,305.767421,6843.982951
0.729000,305.760202,6843.702695
0.729250,305.753015,6812.800135
0.729500,305.745829,6812.521309
0.729750,305.738675,6781.738375
0.730000,305.731522,6781.460972
0.730250,305.724401,6750.797312
0.730500,305.717280,6750.521326
0.730750,305.710191,6719.976585
0.731000,305.703103,6719.702010
0.731250,305.696047,6689.275836
0.731500,305.688991,6689.002666
0.731750,305.681967,6658.694707
0.732000,305.674943,6658.422934
0.732250,305.667952,6628.232839
0.732500,305.660960,6627.962457
0.732750,305.654000,6597.889874
0.733000,305.647041,6597.620877
0.733250,305.640113,6567.665457
0.733500,305.633185,6567.397839
0.733750,305.626289,6537.559230
0.734000,305.619393,6537.292984
0.734250,305.612529,6507.570838
0.734500,305.605664,6507.305958
0.734750,305.598831,6477.699925
0.735000,305.591999,6477.436405
0.735250,305.585197,6447.946137
0.735500,305.578396,6447.683971
0.735750,305.571625,6418.309119
0.736000,305.564855,6418.048301
0.736250,305.558116,6388.788519
0.736500,305.551377,6388.529041
0.736750,305.544669,6359.383982
0.737000,305.537961,6359.125840
0.737250,305.531284,6330.095156
0.737500,305.524606,6329.838343
0.737750,305.517960,6300.921690
0.738000,305.511314,6300.666199
0.738250,305.504698,6271.863231
0.738500,305.498082,6271.609057
0.738750,305.491497,6242.919429
0.739000,305.484912,6242.666567
0.739250,305.478357,6214.089934
0.739500,305.471802,6213.838376
0.739750,305.465277,6185.374396
0.740000,305.458753,6185.124136
0.740250,305.452259,6156.772465
0.740500,305.445764,6156.523498
0.740750,305.439300,6128.283794
0.741000,305.432836,6128.036113
0.741250,305.426401,6099.908033
0.741500,305.419967,6099.661633
0.741750,305.413562,6071.644836
0.742000,305.407158,6071.399711
0.742250,305.400783,6043.493855
0.742500,305.394408,6043.249999
0.742750,305.388063,6015.454744
0.743000,305.381718,6015.212151
0.743250,305.375402,5987.527158
0.743500,305.369086,5987.285822
0.743750,305.362799,5959.710751
0.744000,305.356513,5959.470666
0.744250,305.350256,5932.005178
0.744500,305.343998,5931.766339
0.744750,305.337770,5904.410096
0.745000,305.331542,5904.172496
0.745250,305.325343,5876.925161
0.745500,305.319144,5876.688795
0.745750,305.312973,5849.550029
0.746000,305.306803,5849.314892
0.746250,305.300662,5822.284360
0.746500,305.294520,5822.050445
0.746750,305.288407,5795.127810
0.747000,305.282294,5794.895112
0.747250,305.276210,5768.080040
0.747500,305.270126,5767.848552
0.747750,305.264070,5741.140707
0.748000,305.258014,5740.910425
0.748250,305.251986,5714.309473
0.748500,305.245959,5714.080391
0.748750,305.239959,5687.585997
0.749000,305.233960,5687.358109
0.749250,305.227988,5660.969942
0.749500,305.222017,5660.743243
0.749750,305.216073,5634.460968
0.750000,305.210130,5634.235452
0.750250,305.204214,5608.058739
0.750500,305.198299,5607.834400
0.750750,305.192411,5581.762917
0.751000,305.186523,5581.539750
0.751250,305.180663,5555.573165
0.751500,305.174803,5555.351165
0.751750,305.168970,5529.489149
0.752000,305.163138,5529.268310
0.752250,305.157332,5503.510532
0.752500,305.151527,5503.290849
0.752750,305.145749,5477.636980
0.753000,305.139971,5477.418447
0.753250,305.134220,5451.868159
0.753500,305.128469,5451.650771
0.753750,305.122746,5426.203736
0.754000,305.117022,5425.987487
0.754250,305.111325,5400.643377
0.754500,305.105628,5400.428263
0.754750,305.099958,5375.186751
0.755000,305.094289,5374.972766
0.755250,305.088645,5349.833526
0.755500,305.083002,5349.620664
0.755750,305.077386,5324.583370
0.756000,305.071769,5324.371626
0.756250,305.066179,5299.435955
0.756500,305.060589,5299.225323
0.756750,305.055026,5274.390949
0.757000,305.049462,5274.181425
0.757250,305.043925,5249.448023
0.757500,305.038387,5249.239601
0.757750,305.032876,5224.606849
0.758000,305.027365,5224.399525
0.758250,305.021880,5199.867099
0.758500,305.016395,5199.660866
0.758750,305.010936,5175.228446
0.759000,305.005477,5175.023300
0.759250,305.000044,5150.690562
0.759500,304.994611,5150.486498
0.759750,304.989204,5126.253123
0.760000,304.983796,5126.050135
0.760250,304.978415,5101.915801
0.760500,304.973033,5101.713885
0.760750,304.967677,5077.678273
0.761000,304.962321,5077.477424
0.761250,304.956990,5053.540214
0.761500,304.951660,5053.340426
0.761750,304.946354,5029.501300
0.762000,304.941049,5029.302569
0.762250,304.935769,5005.561209
0.762500,304.930489,5005.363529
0.762750,304.925234,4981.719618
0.763000,304.919979,4981.522984
0.763250,304.914749,4957.976205
0.763500,304.909520,4957.780613
0.763750,304.904315,4934.330650
0.764000,304.899110,4934.136093
0.764250,304.893930,4910.782630
0.764500,304.888750,4910.589106
0.764750,304.883594,4887.331828
0.765000,304.878439,4887.139330
0.765250,304.873308,4863.977923
0.765500,304.868178,4863.786446
0.765750,304.863072,4840.720597
0.766000,304.857966,4840.530137
0.766250,304.852884,4817.559532
0.766500,304.847802,4817.370083
0.766750,304.842745,4794.494409
0.767000,304.837687,4794.305969
0.767250,304.832654,4771.524914
0.767500,304.827621,4771.337475
0.767750,304.822612,4748.650729
0.768000,304.817603,4748.464288
0.768250,304.812618,4725.871540
0.768500,304.807633,4725.686091
0.768750,304.802672,4703.187030
0.769000,304.797711,4703.002569
0.769250,304.792774,4680.596886
0.769500,304.787836,4680.413409
0.769750,304.782923,4658.100795
0.770000,304.778009,4657.918296
0.770250,304.773119,4635.698444
0.770500,304.768230,4635.516918
0.770750,304.763363,4613.389519
0.771000,304.758497,4613.208963
0.771250,304.753654,4591.173710
0.771500,304.748811,4590.994118
0.771750,304.743991,4569.050705
0.772000,304.739172,4568.872073
0.772250,304.734375,4547.020194
0.772500,304.729579,4546.842518
0.772750,304.724806,4525.081868
0.773000,304.720033,4524.905142
0.773250,304.715283,4503.235416
0.773500,304.710532,4503.059637
0.773750,304.705805,4481.480532
0.774000,304.701078,4481.305694
0.774250,304.696374,4459.816906
0.774500,304.691669,4459.643005
0.774750,304.686988,4438.244232
0.775000,304.682306,4438.071263
0.775250,304.677647,4416.762203
0.775500,304.672988,4416.590162
0.775750,304.668352,4395.370514
0.776000,304.663716,4395.199396
0.776250,304.659102,4374.068858
0.776500,304.654488,4373.898659
0.776750,304.649896,4352.856932
0.777000,304.645305,4352.687647
0.777250,304.640735,4331.734431
0.777500,304.636166,4331.566056
0.777750,304.631619,4310.701053
0.778000,304.627072,4310.533583
0.778250,304.622547,4289.756493
0.778500,304.618022,4289.589925
0.778750,304.613519,4268.900451
0.779000,304.609016,4268.734780
0.779250,304.604535,4248.132625
0.779500,304.600054,4247.967846
0.779750,304.595595,4227.452715
0.780000,304.591135,4227.288824
0.780250,304.586698,4206.860419
0.780500,304.582260,4206.697412
0.780750,304.577844,4186.355439
0.781000,304.573429,4186.193312
0.781250,304.569034,4165.937477
0.781500,304.564640,4165.776224
0.781750,304.560267,4145.606233
0.782000,304.555894,4145.445851
0.782250,304.551542,4125.361411
0.782500,304.547191,4125.201896
0.782750,304.542861,4105.202713
0.783000,304.538530,4105.044060
0.783250,304.534221,4085.129843
0.783500,304.529912,4084.972049
0.783750,304.525624,4065.142507
0.784000,304.521336,4064.985567
0.784250,304.517069,4045.240409
0.784500,304.512802,4045.084318
0.784750,304.508556,4025.423254
0.785000,304.504310,4025.268009
0.785250,304.500084,4005.690750
0.785500,304.495859,4005.536346
0.785750,304.491654,3986.042603
0.786000,304.487450,3985.889037
0.786250,304.483266,3966.478521
0.786500,304.479082,3966.325788
0.786750,304.474918,3946.998212
0.787000,304.470755,3946.846309
0.787250,304.466612,3927.601386
0.787500,304.462469,3927.450309
0.787750,304.458346,3908.287753
0.788000,304.454224,3908.137496
0.788250,304.450121,3889.057022
0.788500,304.446019,3888.907582
0.788750,304.441937,3869.908905
0.789000,304.437855,3869.760278
0.789250,304.433793,3850.843113
0.789500,304.429731,3850.695296
0.789750,304.425689,3831.859359
0.790000,304.421647,3831.712347
0.790250,304.417625,3812.957356
0.790500,304.413603,3812.811145
0.790750,304.409601,3794.136817
0.791000,304.405599,3793.991404
0.791250,304.401616,3775.397457
0.791500,304.397634,3775.252837
0.791750,304.393671,3756.738991
0.792000,304.389708,3756.595160
0.792250,304.385765,3738.161134
0.792500,304.381822,3738.018088
0.792750,304.377898,3719.663602
0.793000,304.373975,3719.521339
0.793250,304.370071,3701.246114
0.793500,304.366167,3701.104628
0.793750,304.362282,3682.908385
0.794000,304.358397,3682.767673
0.794250,304.354531,3664.650135
0.794500,304.350666,3664.510193
0.794750,304.346819,3646.471083
0.795000,304.342973,3646.331907
0.795250,304.339145,3628.370947
0.795500,304.335318,3628.232534
0.795750,304.331510,3610.349449
0.796000,304.327702,3610.211794
0.796250,304.323912,3592.406309
0.796500,304.320123,3592.269409
0.796750,304.316352,3574.541249
0.797000,304.312582,3574.405100
0.797250,304.308830,3556.753991
0.797500,304.305078,3556.618589
0.797750,304.301345,3539.044258
0.798000,304.297612,3538.909600
0.798250,304.293897,3521.411773
0.798500,304.290183,3521.277855
0.798750,304.286487,3503.856261
0.799000,304.282791,3503.723080
0.799250,304.279113,3486.377447
0.799500,304.275436,3486.244998
0.799750,304.271777,3468.975055
0.800000,304.268118,3468.843336
0.800250,304.264477,3451.648813
0.800500,304.260836,3451.517819
0.800750,304.257213,3434.398448
0.801000,304.253590,3434.268175
0.801250,304.249986,3417.223686
0.801500,304.246381,3417.094131
0.801750,304.242794,3400.124256
0.802000,304.239208,3399.995416
0.802250,304.235639,3383.099886
0.802500,304.232071,3382.971757
0.802750,304.228520,3366.150307
0.803000,304.224969,3366.022886
0.803250,304.221436,3349.275249
0.803500,304.217903,3349.148531
0.803750,304.214388,3332.474441
0.804000,304.210873,3332.348424
0.804250,304.207375,3315.747617
0.804500,304.203878,3315.622297
0.804750,304.200398,3299.094507
0.805000,304.196918,3298.969881
0.805250,304.193455,3282.514845
0.805500,304.189993,3282.390909
0.805750,304.186548,3266.008365
0.806000,304.183103,3265.885115
0.806250,304.179675,3249.574799
0.806500,304.176247,3249.452233
0.806750,304.172837,3233.213885
0.807000,304.169426,3233.091997
0.807250,304.166033,3216.925355
0.807500,304.162640,3216.804144
0.807750,304.159263,3200.708948
0.808000,304.155887,3200.588409
0.808250,304.152528,3184.564399
0.808500,304.149169,3184.444530
0.808750,304.145827,3168.491446
0.809000,304.142484,3168.372243
0.809250,304.139159,3152.489828
0.809500,304.135834,3152.371287
0.809750,304.132525,3136.559282
0.810000,304.129217,3136.441400
0.810250,304.125925,3120.699549
0.810500,304.122633,3120.582323
0.810750,304.119358,3104.910368
0.811000,304.116083,3104.793794
0.811250,304.112824,3089.191480
0.811500,304.109565,3089.075556
0.811750,304.106323,3073.542627
0.812000,304.103081,3073.427349
0.812250,304.099856,3057.963551
0.812500,304.096630,3057.848915
0.812750,304.093421,3042.453994
0.813000,304.090212,3042.339998
0.813250,304.087018,3027.013700
0.813500,304.083826,3026.900340
0.813750,304.080649,3011.642412
0.814000,304.077472,3011.529685
0.814250,304.074311,2996.339877
0.814500,304.071151,2996.227779
0.814750,304.068006,2981.105838
0.815000,304.064862,2980.994367
0.815250,304.061733,2965.940042
0.815500,304.058604,2965.829195
0.815750,304.055492,2950.842236
0.816000,304.052379,2950.732009
0.816250,304.049282,2935.812167
0.816500,304.046186,2935.702557
0.816750,304.043104,2920.849584
0.817000,304.040024,2920.740588
0.817250,304.036958,2905.954233
0.817500,304.033893,2905.845848
0.817750,304.030843,2891.125866
0.818000,304.027794,2891.018089
0.818250,304.024759,2876.364232
0.818500,304.021725,2876.257059
0.818750,304.018707,2861.669082
0.819000,304.015688,2861.562510
0.819250,304.012685,2847.040167
0.819500,304.009682,2846.934193
0.819750,304.006694,2832.477238
0.820000,304.003706,2832.371860
0.820250,304.000734,2817.980049
0.820500,303.997761,2817.875264
0.820750,303.994804,2803.548353
0.821000,303.991847,2803.444157
0.821250,303.988905,2789.181904
0.821500,303.985963,2789.078294
0.821750,303.983036,2774.880456
0.822000,303.980109,2774.777429
0.822250,303.977196,2760.643764
0.822500,303.974285,2760.541318
0.822750,303.971387,2746.471585
0.823000,303.968490,2746.369716
0.823250,303.965608,2732.363675
0.823500,303.962726,2732.262380
0.823750,303.959859,2718.319791
0.824000,303.956991,2718.219068
0.824250,303.954139,2704.339692
0.824500,303.951286,2704.239537
0.824750,303.948448,2690.423134
0.825000,303.945610,2690.323545
0.825250,303.942787,2676.569879
0.825500,303.939963,2676.470852
0.825750,303.937155,2662.779684
0.826000,303.934346,2662.681217
0.826250,303.931552,2649.052312
0.826500,303.928757,2648.954402
0.826750,303.925977,2635.387523
0.827000,303.923197,2635.290167
0.827250,303.920432,2621.785079
0.827500,303.917666,2621.688275
0.827750,303.914915,2608.244742
0.828000,303.912164,2608.148486
0.828250,303.909427,2594.766275
0.828500,303.906690,2594.670565
0.828750,303.903967,2581.349443
0.829000,303.901244,2581.254275
0.829250,303.898535,2567.994009
0.829500,303.895826,2567.899381
0.829750,303.893132,2554.699738
0.830000,303.890437,2554.605647
0.830250,303.887756,2541.466397
0.830500,303.885075,2541.372840
0.830750,303.882408,2528.293751
0.831000,303.879741,2528.200726
0.831250,303.877088,2515.181567
0.831500,303.874435,2515.089071
0.831750,303.871796,2502.129613
0.832000,303.869156,2502.037643
0.832250,303.866531,2489.137658
0.832500,303.863905,2489.046211
0.832750,303.861293,2476.205470
0.833000,303.858681,2476.114544
0.833250,303.856083,2463.332818
0.833500,303.853484,2463.242410
0.833750,303.850900,2450.519474
0.834000,303.848315,2450.429581
0.834250,303.845743,2437.765207
0.834500,303.843172,2437.675827
0.834750,303.840614,2425.069790
0.835000,303.838056,2424.980919
0.835250,303.835511,2412.432993
0.835500,303.832966,2412.344630
0.835750,303.830435,2399.854591
0.836000,303.827903,2399.766733
0.836250,303.825385,2387.334357
0.836500,303.822867,2387.247000
0.836750,303.820362,2374.872064
0.837000,303.817857,2374.785207
0.837250,303.815365,2362.467488
0.837500,303.812873,2362.381127
0.837750,303.810394,2350.120403
0.838000,303.807915,2350.034536
0.838250,303.805449,2337.830585
0.838500,303.802983,2337.745211
0.838750,303.800530,2325.597813
0.839000,303.798076,2325.512927
0.839250,303.795636,2313.421861
0.839500,303.793196,2313.337462
0.839750,303.790768,2301.302509
0.840000,303.788341,2301.218594
0.840250,303.785926,2289.239535
0.840500,303.783511,2289.156101
0.840750,303.781109,2277.232718
0.841000,303.778707,2277.149763
0.841250,303.776318,2265.281838
0.841500,303.773928,2265.199360
0.841750,303.771551,2253.386675
0.842000,303.769174,2253.304671
0.842250,303.766810,2241.547011
0.842500,303.764445,2241.465479
0.842750,303.762093,2229.762627
0.843000,303.759741,2229.681563
0.843250,303.757402,2218.033306
0.843500,303.755062,2217.952708
0.843750,303.752735,2206.358830
0.844000,303.750407,2206.278697
0.844250,303.748092,2194.738984
0.844500,303.745777,2194.659312
0.844750,303.743474,2183.173550
0.845000,303.741171,2183.094338
0.845250,303.738881,2171.662315
0.845500,303.736590,2171.583559
0.845750,303.734311,2160.205064
0.846000,303.732033,2160.126763
0.846250,303.729766,2148.801583
0.846500,303.727499,2148.723733
0.846750,303.725245,2137.451658
0.847000,303.722990,2137.374258
0.847250,303.720747,2126.155078
0.847500,303.718505,2126.078125
0.847750,303.716274,2114.911629
0.848000,303.714043,2114.835121
0.848250,303.711824,2103.721102
0.848500,303.709605,2103.645036
0.848750,303.707397,2092.583285
0.849000,303.705190,2092.507659
0.849250,303.702994,2081.497967
0.849500,303.700799,2081.422779
0.849750,303.698615,2070.464941
0.850000,303.696431,2070.390188
0.850250,303.694258,2059.483996
0.850500,303.692086,2059.409676
0.850750,303.689925,2048.554924
0.851000,303.687764,2048.481035
0.851250,303.685615,2037.677518
0.851500,303.683465,2037.604058
0.851750,303.681327,2026.851572
0.852000,303.679189,2026.778537
0.852250,303.677063,2016.076877
0.852500,303.674936,2016.004267
